timestamp,temperature celsius
2025-03-10T23:08:00Z,26.330000000000002
2025-03-10T23:09:00Z,26.27
2025-03-10T23:10:00Z,26.25
2025-03-10T23:11:00Z,26.21
2025-03-10T23:12:00Z,26.18
2025-03-10T23:13:00Z,26.16
2025-03-10T23:14:00Z,26.14
2025-03-10T23:15:00Z,26.130000000000003
2025-03-10T23:16:00Z,26.110000000000003
2025-03-10T23:17:00Z,26.1
2025-03-10T23:18:00Z,26.080000000000002
2025-03-10T23:19:00Z,26.07
2025-03-10T23:20:00Z,26.060000000000002
2025-03-10T23:21:00Z,26.05
2025-03-10T23:22:00Z,26.05
2025-03-10T23:23:00Z,26.42
2025-03-10T23:24:00Z,26.32
2025-03-10T23:25:00Z,26.27
2025-03-10T23:26:00Z,26.240000000000002
2025-03-10T23:27:00Z,26.21
2025-03-10T23:28:00Z,26.18
2025-03-10T23:29:00Z,26.17
2025-03-10T23:30:00Z,26.150000000000002
2025-03-10T23:31:00Z,26.12
2025-03-10T23:32:00Z,26.1
2025-03-10T23:33:00Z,26.150000000000002
2025-03-10T23:34:00Z,26.14
2025-03-10T23:35:00Z,26.14
2025-03-10T23:36:00Z,26.110000000000003
2025-03-10T23:37:00Z,26.09
2025-03-10T23:38:00Z,26.14
2025-03-10T23:39:00Z,26.110000000000003
2025-03-10T23:40:00Z,26.1
2025-03-10T23:41:00Z,26.07
2025-03-10T23:42:00Z,26.07
2025-03-10T23:43:00Z,26.060000000000002
2025-03-10T23:44:00Z,26.040000000000003
2025-03-10T23:45:00Z,26.03
2025-03-10T23:46:00Z,26.02
2025-03-10T23:47:00Z,26.21
2025-03-10T23:48:00Z,26.25
2025-03-10T23:49:00Z,26.200000000000003
2025-03-10T23:50:00Z,26.17
2025-03-10T23:51:00Z,26.37
2025-03-10T23:52:00Z,26.290000000000003
2025-03-10T23:53:00Z,26.25
2025-03-10T23:54:00Z,26.23
2025-03-10T23:55:00Z,26.200000000000003
2025-03-10T23:56:00Z,26.17
2025-03-10T23:57:00Z,26.17
2025-03-10T23:58:00Z,26.18
2025-03-10T23:59:00Z,26.17
